               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11852,            0.030308,                   0,           0.0011111,             0.16667,           0.0012857,          0.00059995,            0.088656,            0.026242,                   0,              0.0991,              0.0001,              0.0001
                   1,             0.11845,             0.02914,                   0,           0.0011111,             0.16667,           0.0013472,          0.00062453,            0.087869,             0.02596,                   0,            0.097299,          0.00029851,          0.00029851
                   2,             0.12314,            0.030411,                   0,           0.0022222,             0.33333,           0.0026942,          0.00093429,            0.085968,            0.025593,                   0,            0.095495,          0.00049505,          0.00049505
                   3,             0.12377,            0.029473,                   0,           0.0022222,             0.33333,           0.0029637,          0.00094969,            0.083398,            0.025068,                   0,             0.09369,           0.0006896,           0.0006896
                   4,              0.1238,            0.029047,                   0,           0.0022222,             0.33333,           0.0041374,            0.001594,            0.079578,            0.024575,                   0,            0.091882,          0.00088218,          0.00088218
                   5,             0.11485,            0.028321,                   0,           0.0035175,                 0.5,            0.016195,           0.0051398,            0.072739,            0.024482,                   0,            0.090073,           0.0010728,           0.0010728
                   6,            0.099676,            0.032755,                   0,           0.0035893,                 0.5,            0.021454,           0.0093975,            0.066398,            0.024138,                   0,            0.088261,           0.0012614,           0.0012614
                   7,            0.083026,            0.028872,                   0,            0.051507,                 0.5,             0.19975,             0.06851,            0.059279,            0.023802,                   0,            0.086448,            0.001448,            0.001448
                   8,            0.071562,            0.026914,                   0,            0.083664,             0.66667,              0.1411,            0.049087,            0.053917,            0.023691,                   0,            0.084633,           0.0016327,           0.0016327
                   9,            0.072443,            0.024753,                   0,             0.10914,                 0.5,             0.15355,            0.051361,            0.050728,            0.023358,                   0,            0.082815,           0.0018154,           0.0018154
                  10,            0.099119,            0.027315,                   0,             0.16956,             0.33333,             0.17421,            0.056679,            0.049187,            0.023038,                   0,            0.080996,            0.001996,            0.001996
                  11,            0.081168,            0.029506,                   0,             0.29795,             0.33333,             0.21406,            0.076284,            0.046711,            0.022728,                   0,            0.079175,           0.0021748,           0.0021748
                  12,            0.081346,            0.029633,                   0,             0.45351,             0.33333,             0.27014,             0.09797,            0.043949,            0.022273,                   0,            0.077352,           0.0023515,           0.0023515
                  13,             0.08673,            0.028179,                   0,             0.43931,             0.33333,             0.29029,            0.098541,            0.041101,            0.021968,                   0,            0.075526,           0.0025263,           0.0025263
                  14,             0.07577,             0.03232,                   0,             0.39001,             0.33333,             0.27852,             0.10928,            0.040043,            0.021433,                   0,            0.073699,            0.002699,            0.002699
                  15,            0.080682,            0.027799,                   0,              0.3505,             0.33333,             0.32827,             0.14261,            0.040109,            0.020701,                   0,             0.07187,           0.0028698,           0.0028698
                  16,             0.07107,            0.028319,                   0,             0.44063,             0.33333,             0.44076,             0.20191,            0.039169,            0.020212,                   0,            0.070039,           0.0030386,           0.0030386
                  17,            0.053947,            0.024935,                   0,             0.59086,             0.48477,             0.50812,             0.25281,            0.042401,            0.019354,                   0,            0.068205,           0.0032055,           0.0032055
                  18,            0.048903,            0.021442,                   0,             0.76288,             0.54292,             0.70919,              0.2633,            0.036789,            0.019242,                   0,             0.06637,           0.0033703,           0.0033703
                  19,             0.05371,            0.024737,                   0,              0.7571,             0.52365,               0.763,             0.38016,            0.038065,            0.018354,                   0,            0.064533,           0.0035332,           0.0035332
                  20,            0.064382,            0.032366,                   0,             0.76145,             0.53816,                0.78,             0.35012,            0.036215,            0.018263,                   0,            0.062694,           0.0036941,           0.0036941
                  21,            0.056764,            0.024763,                   0,             0.47677,             0.91484,             0.63611,             0.27318,            0.040577,            0.017404,                   0,            0.060853,            0.003853,            0.003853
                  22,            0.054119,            0.026198,                   0,             0.55874,             0.84529,             0.79386,             0.35856,             0.03568,              0.0175,                   0,             0.05901,           0.0040099,           0.0040099
                  23,            0.050748,            0.023632,                   0,             0.58818,             0.95567,               0.753,             0.28964,            0.036719,            0.017013,                   0,            0.057165,           0.0041649,           0.0041649
                  24,            0.056796,            0.024347,                   0,             0.69703,             0.66667,             0.71084,              0.3671,            0.036925,            0.016657,                   0,            0.055318,           0.0043179,           0.0043179
                  25,            0.054587,            0.019441,                   0,             0.70616,             0.80489,             0.77214,             0.31527,            0.038289,            0.016489,                   0,            0.053469,           0.0044689,           0.0044689
                  26,            0.050382,            0.019776,                   0,             0.62802,             0.66667,             0.69647,             0.34391,            0.033455,            0.016386,                   0,            0.051618,           0.0046179,           0.0046179
                  27,            0.060291,            0.021825,                   0,             0.62802,             0.66667,             0.69647,             0.34391,            0.033455,            0.016386,                   0,            0.049765,           0.0047649,           0.0047649
                  28,            0.036207,             0.01611,                   0,             0.60985,             0.66667,             0.64722,             0.30281,            0.041099,            0.015589,                   0,             0.04791,             0.00491,             0.00491
                  29,            0.057799,            0.017828,                   0,             0.55145,             0.83333,              0.6955,             0.26158,            0.035875,            0.016169,                   0,            0.046053,           0.0050531,           0.0050531
                  30,            0.069763,            0.017343,                   0,             0.55145,             0.83333,              0.6955,             0.26158,            0.035875,            0.016169,                   0,            0.044194,           0.0051941,           0.0051941
                  31,            0.055291,            0.015743,                   0,              0.3729,             0.66667,             0.54155,             0.26446,            0.045612,            0.014873,                   0,            0.042333,           0.0053333,           0.0053333
                  32,            0.064307,            0.021949,                   0,             0.33319,             0.83285,             0.47067,             0.19639,            0.041858,            0.014597,                   0,             0.04047,           0.0054704,           0.0054704
                  33,            0.060664,            0.020472,                   0,             0.33319,             0.83285,             0.47067,             0.19639,            0.041858,            0.014597,                   0,            0.038606,           0.0056056,           0.0056056
                  34,             0.05974,            0.023666,                   0,             0.61253,             0.66667,             0.79372,             0.34235,            0.034181,            0.013708,                   0,            0.036739,           0.0057387,           0.0057387
                  35,            0.054102,            0.017983,                   0,             0.60492,             0.66667,             0.62233,            0.090047,            0.044155,            0.013398,                   0,             0.03487,           0.0058699,           0.0058699
                  36,             0.05062,             0.01515,                   0,             0.60492,             0.66667,             0.62233,            0.090047,            0.044155,            0.013398,                   0,            0.032999,           0.0059991,           0.0059991
                  37,            0.069083,            0.016586,                   0,             0.56556,                 0.5,             0.52243,             0.21709,            0.038272,            0.012536,                   0,            0.031126,           0.0061264,           0.0061264
                  38,            0.046341,             0.02035,                   0,             0.95289,             0.66667,             0.72729,             0.29482,             0.03674,            0.011608,                   0,            0.029252,           0.0062516,           0.0062516
                  39,            0.068911,            0.016905,                   0,             0.95289,             0.66667,             0.72729,             0.29482,             0.03674,            0.011608,                   0,            0.027375,           0.0063749,           0.0063749
                  40,             0.05097,            0.020877,                   0,             0.58464,                 0.5,             0.52768,             0.20134,            0.036414,            0.011163,                   0,            0.025496,           0.0064962,           0.0064962
                  41,            0.041669,             0.01875,                   0,             0.97171,             0.66667,             0.78227,             0.24278,            0.038984,            0.011432,                   0,            0.023616,           0.0066155,           0.0066155
                  42,            0.065832,            0.018488,                   0,             0.97171,             0.66667,             0.78227,             0.24278,            0.038984,            0.011432,                   0,            0.021733,           0.0067329,           0.0067329
                  43,            0.064614,            0.015821,                   0,             0.65128,             0.66667,             0.57533,             0.22942,            0.038231,            0.010079,                   0,            0.019848,           0.0068482,           0.0068482
                  44,            0.067675,            0.016247,                   0,             0.65128,             0.66667,             0.57533,             0.22942,            0.038231,            0.010079,                   0,            0.017962,           0.0069616,           0.0069616
                  45,             0.05365,            0.016215,                   0,             0.93511,             0.66667,             0.83443,             0.38604,            0.026044,           0.0096531,                   0,            0.016073,            0.007073,            0.007073
                  46,            0.051167,            0.013783,                   0,             0.93511,             0.66667,             0.83443,             0.38604,            0.026044,           0.0096531,                   0,            0.014182,           0.0071824,           0.0071824
                  47,            0.041569,            0.015384,                   0,             0.60535,             0.83333,              0.7953,             0.43227,            0.028857,           0.0087104,                   0,             0.01229,           0.0072898,           0.0072898
                  48,            0.048293,            0.015943,                   0,             0.60535,             0.83333,              0.7953,             0.43227,            0.028857,           0.0087104,                   0,            0.010395,           0.0073953,           0.0073953
                  49,            0.046966,            0.019348,                   0,              0.6517,             0.83333,             0.77626,             0.38902,            0.046178,           0.0074829,                   0,           0.0084988,           0.0074988,           0.0074988
                  50,              0.0569,            0.014606,                   0,              0.6517,             0.83333,             0.77626,             0.38902,            0.046178,           0.0074829,                   0,            0.007525,            0.007525,            0.007525
                  51,            0.060164,            0.022498,                   0,             0.65979,             0.83333,             0.79119,             0.25838,            0.042909,           0.0074118,                   0,            0.007525,            0.007525,            0.007525
                  52,            0.054152,            0.016608,                   0,             0.65979,             0.83333,             0.79119,             0.25838,            0.042909,           0.0074118,                   0,           0.0074755,           0.0074755,           0.0074755
                  53,             0.05782,            0.011751,                   0,             0.67295,             0.66667,             0.73125,             0.45681,            0.039433,           0.0071164,                   0,            0.007426,            0.007426,            0.007426
                  54,            0.056659,            0.015356,                   0,             0.67295,             0.66667,             0.73125,             0.45681,            0.039433,           0.0071164,                   0,           0.0073765,           0.0073765,           0.0073765
                  55,            0.055956,            0.011748,                   0,             0.82837,              0.8085,             0.81061,             0.47104,            0.035315,           0.0066573,                   0,            0.007327,            0.007327,            0.007327
                  56,            0.039857,            0.013998,                   0,             0.82837,              0.8085,             0.81061,             0.47104,            0.035315,           0.0066573,                   0,           0.0072775,           0.0072775,           0.0072775
                  57,             0.04013,            0.012803,                   0,             0.70724,             0.80867,             0.76027,             0.37611,            0.035019,           0.0067217,                   0,            0.007228,            0.007228,            0.007228
                  58,            0.057541,            0.019764,                   0,             0.70724,             0.80867,             0.76027,             0.37611,            0.035019,           0.0067217,                   0,           0.0071785,           0.0071785,           0.0071785
                  59,            0.055902,            0.014247,                   0,             0.78032,             0.83333,             0.91333,             0.53469,            0.027118,           0.0059507,                   0,            0.007129,            0.007129,            0.007129
                  60,            0.049225,             0.01543,                   0,             0.78032,             0.83333,             0.91333,             0.53469,            0.027118,           0.0059507,                   0,           0.0070795,           0.0070795,           0.0070795
                  61,            0.049346,            0.016682,                   0,             0.81044,             0.83333,             0.91333,             0.61848,            0.026725,           0.0059412,                   0,             0.00703,             0.00703,             0.00703
                  62,            0.033909,            0.012596,                   0,             0.81044,             0.83333,             0.91333,             0.61848,            0.026725,           0.0059412,                   0,           0.0069805,           0.0069805,           0.0069805
                  63,            0.050336,            0.020182,                   0,             0.77989,             0.83333,             0.92667,             0.53089,            0.025178,           0.0056068,                   0,            0.006931,            0.006931,            0.006931
                  64,            0.037235,            0.014042,                   0,             0.77989,             0.83333,             0.92667,             0.53089,            0.025178,           0.0056068,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.036479,            0.010943,                   0,             0.91527,             0.66667,             0.86725,             0.54278,            0.026532,            0.005353,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.031279,            0.011475,                   0,             0.91527,             0.66667,             0.86725,             0.54278,            0.026532,            0.005353,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.046749,             0.01698,                   0,             0.59052,                   1,               0.885,             0.40934,            0.026572,           0.0055902,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.057083,            0.011817,                   0,             0.59052,                   1,               0.885,             0.40934,            0.026572,           0.0055902,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.043539,            0.011223,                   0,             0.88889,             0.66667,                0.83,             0.42879,            0.042849,           0.0047983,                   0,            0.006634,            0.006634,            0.006634
                  70,            0.038828,            0.010917,                   0,             0.88889,             0.66667,                0.83,             0.42879,            0.042849,           0.0047983,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.052686,             0.01195,                   0,             0.90714,             0.66667,                0.83,             0.49615,            0.031853,           0.0048149,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.052149,             0.01711,                   0,             0.90714,             0.66667,                0.83,             0.49615,            0.031853,           0.0048149,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.047897,            0.014066,                   0,              0.8426,                   1,             0.97214,             0.47082,            0.023591,           0.0049889,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.057317,            0.013754,                   0,              0.8426,                   1,             0.97214,             0.47082,            0.023591,           0.0049889,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.031574,            0.010061,                   0,             0.62981,                   1,              0.8931,             0.70758,            0.024474,           0.0049434,                   0,            0.006337,            0.006337,            0.006337
                  76,            0.033639,            0.018431,                   0,             0.62981,                   1,              0.8931,             0.70758,            0.024474,           0.0049434,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.037947,            0.012484,                   0,             0.98042,                   1,               0.995,             0.71035,            0.024742,           0.0048452,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.044946,            0.014128,                   0,             0.98042,                   1,               0.995,             0.71035,            0.024742,           0.0048452,                   0,           0.0061885,           0.0061885,           0.0061885
                  79,            0.040168,            0.014689,                   0,              0.7807,             0.83333,               0.955,             0.78131,            0.026684,           0.0052103,                   0,            0.006139,            0.006139,            0.006139
                  80,             0.04197,             0.01215,                   0,              0.7807,             0.83333,               0.955,             0.78131,            0.026684,           0.0052103,                   0,           0.0060895,           0.0060895,           0.0060895
                  81,            0.045597,            0.010556,                   0,             0.98664,                   1,               0.995,             0.57235,            0.025863,           0.0047894,                   0,             0.00604,             0.00604,             0.00604
                  82,            0.046585,            0.013699,                   0,             0.98664,                   1,               0.995,             0.57235,            0.025863,           0.0047894,                   0,           0.0059905,           0.0059905,           0.0059905
                  83,            0.044665,             0.01192,                   0,             0.63708,             0.88165,             0.91333,              0.7266,            0.022773,           0.0048258,                   0,            0.005941,            0.005941,            0.005941
                  84,            0.044526,            0.013026,                   0,             0.63708,             0.88165,             0.91333,              0.7266,            0.022773,           0.0048258,                   0,           0.0058915,           0.0058915,           0.0058915
                  85,            0.037514,            0.015508,                   0,             0.98569,                   1,               0.995,             0.52701,            0.021439,           0.0046987,                   0,            0.005842,            0.005842,            0.005842
                  86,            0.040099,            0.016008,                   0,             0.98569,                   1,               0.995,             0.52701,            0.021439,           0.0046987,                   0,           0.0057925,           0.0057925,           0.0057925
                  87,            0.037457,            0.010303,                   0,             0.73372,             0.83333,               0.955,             0.59246,            0.022326,           0.0046951,                   0,            0.005743,            0.005743,            0.005743
                  88,            0.030354,             0.01023,                   0,             0.73372,             0.83333,               0.955,             0.59246,            0.022326,           0.0046951,                   0,           0.0056935,           0.0056935,           0.0056935
                  89,            0.039153,           0.0092916,                   0,             0.83854,             0.86979,             0.97214,              0.5386,            0.021757,           0.0045958,                   0,            0.005644,            0.005644,            0.005644
                  90,            0.029585,            0.013847,                   0,             0.83854,             0.86979,             0.97214,              0.5386,            0.021757,           0.0045958,                   0,           0.0055945,           0.0055945,           0.0055945
                  91,             0.03236,            0.012055,                   0,             0.98007,                   1,               0.995,             0.62817,            0.019218,           0.0048071,                   0,            0.005545,            0.005545,            0.005545
                  92,            0.029916,           0.0085473,                   0,             0.98007,                   1,               0.995,             0.62817,            0.019218,           0.0048071,                   0,           0.0054955,           0.0054955,           0.0054955
                  93,             0.03596,            0.013897,                   0,             0.66629,                   1,               0.955,             0.73308,            0.026037,           0.0050968,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.037267,            0.010533,                   0,             0.66629,                   1,               0.955,             0.73308,            0.026037,           0.0050968,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.036196,            0.015122,                   0,              0.5504,             0.83333,             0.62316,               0.319,            0.029729,           0.0049556,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.041556,            0.014459,                   0,              0.5504,             0.83333,             0.62316,               0.319,            0.029729,           0.0049556,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,            0.033267,            0.011489,                   0,             0.67673,                   1,               0.995,             0.67276,             0.02208,           0.0045268,                   0,            0.005248,            0.005248,            0.005248
                  98,             0.02788,           0.0074315,                   0,             0.67673,                   1,               0.995,             0.67276,             0.02208,           0.0045268,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.031184,           0.0098906,                   0,             0.97727,                   1,               0.995,             0.50021,            0.023085,           0.0042518,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.040051,            0.011476,                   0,             0.97727,                   1,               0.995,             0.50021,            0.023085,           0.0042518,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.040428,            0.011961,                   0,             0.84754,                   1,             0.97214,             0.73553,            0.019858,           0.0041383,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.024724,           0.0096305,                   0,             0.84754,                   1,             0.97214,             0.73553,            0.019858,           0.0041383,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.026925,            0.010717,                   0,             0.98839,                   1,               0.995,             0.46039,            0.022818,           0.0038794,                   0,            0.004951,            0.004951,            0.004951
                 104,             0.04029,            0.015783,                   0,             0.98839,                   1,               0.995,             0.46039,            0.022818,           0.0038794,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,             0.02245,            0.007998,                   0,             0.96166,                   1,               0.995,             0.66376,            0.017993,           0.0037144,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.031805,           0.0089174,                   0,             0.96166,                   1,               0.995,             0.66376,            0.017993,           0.0037144,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.032471,            0.012267,                   0,             0.66141,                   1,              0.8931,             0.59598,            0.020439,           0.0038282,                   0,            0.004753,            0.004753,            0.004753
                 108,            0.038255,            0.010896,                   0,             0.66141,                   1,              0.8931,             0.59598,            0.020439,           0.0038282,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.039111,             0.01052,                   0,             0.98873,                   1,               0.995,             0.60856,            0.021531,           0.0040223,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.029618,           0.0082284,                   0,             0.98873,                   1,               0.995,             0.60856,            0.021531,           0.0040223,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.031257,            0.010603,                   0,             0.98909,                   1,               0.995,              0.8127,             0.01881,           0.0037284,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.027691,           0.0098475,                   0,             0.98909,                   1,               0.995,              0.8127,             0.01881,           0.0037284,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.041295,            0.010724,                   0,             0.64126,                   1,               0.885,              0.5219,            0.019238,             0.00401,                   0,            0.004456,            0.004456,            0.004456
                 114,             0.02269,            0.010786,                   0,             0.64126,                   1,               0.885,              0.5219,            0.019238,             0.00401,                   0,           0.0044065,           0.0044065,           0.0044065
                 115,            0.026567,           0.0096808,                   0,             0.98882,                   1,               0.995,             0.80431,            0.012933,           0.0037104,                   0,            0.004357,            0.004357,            0.004357
                 116,            0.037161,           0.0098379,                   0,             0.98882,                   1,               0.995,             0.80431,            0.012933,           0.0037104,                   0,           0.0043075,           0.0043075,           0.0043075
                 117,            0.037348,            0.015011,                   0,              0.9897,                   1,               0.995,             0.68697,            0.015285,           0.0038034,                   0,            0.004258,            0.004258,            0.004258
                 118,            0.022136,           0.0071388,                   0,              0.9897,                   1,               0.995,             0.68697,            0.015285,           0.0038034,                   0,           0.0042085,           0.0042085,           0.0042085
                 119,            0.021576,           0.0097991,                   0,             0.99001,                   1,               0.995,             0.70776,            0.015984,           0.0036469,                   0,            0.004159,            0.004159,            0.004159
                 120,            0.029749,           0.0083944,                   0,             0.99001,                   1,               0.995,             0.70776,            0.015984,           0.0036469,                   0,           0.0041095,           0.0041095,           0.0041095
                 121,            0.025199,            0.011896,                   0,             0.94393,                   1,               0.995,             0.79101,            0.015384,             0.00359,                   0,             0.00406,             0.00406,             0.00406
                 122,            0.033188,           0.0085072,                   0,             0.94393,                   1,               0.995,             0.79101,            0.015384,             0.00359,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.028212,           0.0089005,                   0,             0.99007,                   1,               0.995,             0.75339,            0.017769,           0.0034934,                   0,            0.003961,            0.003961,            0.003961
